account_id,trans_id,date_trans,amount,running_total
96,29491,12/11/1994,644,2015461.6
96,29752,12/11/1994,46800,2062261.6
96,29584,12/12/1994,6300,2068561.6
96,29275,12/14/1994,908,2069469.6
96,29632,12/23/1994,8400,2077869.6
96,29679,12/31/1994,14.6,2077884.2
96,3533643,12/31/1994,281.8,2078166
96,29420,1/8/1995,46,2078212
96,29606,1/9/1995,6000,2084212
96,29753,1/9/1995,8900,2093112
96,29132,1/11/1995,44221,2137333
96,29348,1/11/1995,2140,2139473
96,29492,1/11/1995,644,2140117
96,29557,1/11/1995,15892,2156009
96,29603,1/13/1995,2100,2158109
96,29276,1/14/1995,908,2159017
96,29604,1/17/1995,1800,2160817
96,29605,1/24/1995,2700,2163517
96,29601,1/27/1995,8400,2171917
96,29602,1/29/1995,3000,2174917
96,29680,1/31/1995,14.6,2174931.6
96,3533644,1/31/1995,240.8,2175172.4
96,29421,2/8/1995,46,2175218.4
96,29754,2/8/1995,10900,2186118.4
96,29133,2/11/1995,44221,2230339.4
96,29349,2/11/1995,2140,2232479.4
96,29493,2/11/1995,644,2233123.4
96,29277,2/14/1995,908,2234031.4
96,29681,2/28/1995,14.6,2234046
96,3533645,2/28/1995,275.5,2234321.5
96,29422,3/8/1995,46,2234367.5
96,29755,3/10/1995,22900,2257267.5
96,29134,3/11/1995,44221,2301488.5
96,29350,3/11/1995,2140,2303628.5
96,29494,3/11/1995,644,2304272.5
96,29278,3/14/1995,908,2305180.5
96,29547,3/27/1995,7824,2313004.5
96,29682,3/31/1995,14.6,2313019.1
96,3533646,3/31/1995,366.4,2313385.5
96,29423,4/8/1995,46,2313431.5
96,29756,4/9/1995,27800,2341231.5
96,29135,4/11/1995,44221,2385452.5
96,29351,4/11/1995,2140,2387592.5
96,29495,4/11/1995,644,2388236.5
96,29279,4/14/1995,908,2389144.5
96,29554,4/30/1995,4652,2393796.5
96,29683,4/30/1995,14.6,2393811.1
96,3533647,4/30/1995,394,2394205.1
96,29424,5/8/1995,46,2394251.1
96,29549,5/8/1995,2289,2396540.1
96,29757,5/9/1995,31700,2428240.1
96,29136,5/11/1995,44221,2472461.1
96,29352,5/11/1995,2140,2474601.1
96,29496,5/11/1995,644,2475245.1
96,29758,5/11/1995,47700,2522945.1
96,29280,5/14/1995,908,2523853.1
96,29684,5/31/1995,14.6,2523867.7
96,3533648,5/31/1995,276.3,2524144
96,29551,6/1/1995,15720,2539864
96,29638,6/7/1995,11100,2550964
96,29425,6/8/1995,46,2551010
96,29759,6/8/1995,4700,2555710
96,29137,6/11/1995,66332,2622042
96,29353,6/11/1995,2140,2624182
96,29497,6/11/1995,644,2624826
96,29281,6/14/1995,908,2625734
96,29579,6/27/1995,67500,2693234
96,29685,6/30/1995,14.6,2693248.6
96,3533649,6/30/1995,293.4,2693542
96,29426,7/8/1995,46,2693588
96,29760,7/8/1995,4500,2698088
96,29138,7/11/1995,44221,2742309
96,29354,7/11/1995,2140,2744449
96,29498,7/11/1995,644,2745093
96,29282,7/14/1995,908,2746001
96,29553,7/21/1995,24690,2770691
96,29555,7/26/1995,23497,2794188
96,29686,7/31/1995,14.6,2794202.6
96,3533650,7/31/1995,194.3,2794396.9
96,29761,8/7/1995,6700,2801096.9
96,29427,8/8/1995,46,2801142.9
96,29139,8/11/1995,44221,2845363.9
96,29355,8/11/1995,2140,2847503.9
96,29499,8/11/1995,644,2848147.9
96,29283,8/14/1995,908,2849055.9
96,29556,8/20/1995,19304,2868359.9
96,29687,8/31/1995,14.6,2868374.5
96,3533651,8/31/1995,211.8,2868586.3
96,29762,9/6/1995,11700,2880286.3
96,29428,9/8/1995,46,2880332.3
96,29140,9/11/1995,44221,2924553.3
96,29356,9/11/1995,2140,2926693.3
96,29500,9/11/1995,644,2927337.3
96,29284,9/14/1995,908,2928245.3
96,29550,9/26/1995,15859,2944104.3
96,29688,9/30/1995,14.6,2944118.9
96,3533652,9/30/1995,289.2,2944408.1
96,29763,10/6/1995,13900,2958308.1
96,29429,10/8/1995,46,2958354.1
96,29141,10/11/1995,44221,3002575.1
96,29357,10/11/1995,2140,3004715.1
96,29501,10/11/1995,644,3005359.1
96,29285,10/14/1995,908,3006267.1
96,29546,10/26/1995,24418,3030685.1
96,29552,10/27/1995,6518,3037203.1
96,29689,10/31/1995,14.6,3037217.7
96,3533653,10/31/1995,324.5,3037542.2
96,29764,11/5/1995,14500,3052042.2
96,29430,11/8/1995,46,3052088.2
96,29142,11/11/1995,44221,3096309.2
96,29358,11/11/1995,2140,3098449.2
96,29502,11/11/1995,644,3099093.2
96,29286,11/14/1995,908,3100001.2
96,29548,11/18/1995,22130,3122131.2
96,29637,11/21/1995,3000,3125131.2
96,29639,11/24/1995,11100,3136231.2
96,29690,11/30/1995,14.6,3136245.8
96,3533654,11/30/1995,273.1,3136518.9
96,29585,12/2/1995,7500,3144018.9
96,29765,12/5/1995,3100,3147118.9
96,29431,12/8/1995,46,3147164.9
96,29143,12/11/1995,66332,3213496.9
96,29359,12/11/1995,2140,3215636.9
96,29503,12/11/1995,644,3216280.9
96,29287,12/14/1995,908,3217188.9
96,29691,12/31/1995,14.6,3217203.5
96,3533655,12/31/1995,359.5,3217563
96,29766,1/4/1996,31400,3248963
96,29611,1/7/1996,3300,3252263
96,29432,1/8/1996,46,3252309
96,29609,1/9/1996,1500,3253809
96,29144,1/11/1996,44221,3298030
96,29360,1/11/1996,2140,3300170
96,29504,1/11/1996,644,3300814
96,29767,1/11/1996,17600,3318414
96,29608,1/13/1996,7200,3325614
96,29642,1/13/1996,12000,3337614
96,29288,1/14/1996,908,3338522
96,29607,1/14/1996,2700,3341222
96,29610,1/23/1996,3900,3345122
96,29612,1/24/1996,7500,3352622
96,29692,1/31/1996,14.6,3352636.6
96,3533656,1/31/1996,321.8,3352958.4
96,29768,2/3/1996,9500,3362458.4
96,29433,2/8/1996,46,3362504.4
96,29145,2/11/1996,44221,3406725.4
96,29361,2/11/1996,2140,3408865.4
96,29505,2/11/1996,644,3409509.4
96,29289,2/14/1996,908,3410417.4
96,29640,2/19/1996,14100,3424517.4
96,29693,2/29/1996,14.6,3424532
96,3533657,2/29/1996,304.1,3424836.1
96,29769,3/4/1996,17200,3442036.1
96,29434,3/8/1996,46,3442082.1
96,29146,3/11/1996,44221,3486303.1
96,29362,3/11/1996,2140,3488443.1
96,29506,3/11/1996,644,3489087.1
96,29290,3/14/1996,908,3489995.1
96,29694,3/31/1996,14.6,3490009.7
96,3533658,3/31/1996,376,3490385.7
96,29770,4/3/1996,29600,3519985.7
96,29435,4/8/1996,46,3520031.7
96,29559,4/8/1996,16036,3536067.7
96,29147,4/11/1996,44221,3580288.7
96,29363,4/11/1996,2140,3582428.7
96,29507,4/11/1996,644,3583072.7
96,29291,4/14/1996,908,3583980.7
96,29695,4/30/1996,14.6,3583995.3
96,3533659,4/30/1996,381.5,3584376.8
96,29771,5/3/1996,27300,3611676.8
96,29436,5/8/1996,46,3611722.8
96,29148,5/11/1996,44221,3655943.8
96,29364,5/11/1996,2140,3658083.8
96,29508,5/11/1996,644,3658727.8
96,29772,5/11/1996,34700,3693427.8
96,29292,5/14/1996,908,3694335.8
96,29560,5/29/1996,16772,3711107.8
96,29696,5/31/1996,14.6,3711122.4
96,3533660,5/31/1996,331,3711453.4
96,29641,6/1/1996,4800,3716253.4
96,29773,6/2/1996,5500,3721753.4
96,29437,6/8/1996,46,3721799.4
96,29149,6/11/1996,66332,3788131.4
96,29365,6/11/1996,2140,3790271.4
96,29509,6/11/1996,644,3790915.4
96,29774,6/11/1996,37700,3828615.4
96,29293,6/14/1996,908,3829523.4
96,29558,6/16/1996,2670,3832193.4
96,29697,6/30/1996,14.6,3832208
96,3533661,6/30/1996,258.6,3832466.6
96,29775,7/2/1996,14100,3846566.6
96,29438,7/8/1996,46,3846612.6
96,29150,7/11/1996,44221,3890833.6
96,29366,7/11/1996,2140,3892973.6
96,29510,7/11/1996,644,3893617.6
96,29294,7/14/1996,908,3894525.6
96,29698,7/31/1996,14.6,3894540.2
96,3533662,7/31/1996,356.7,3894896.9
96,29776,8/1/1996,22900,3917796.9
96,29643,8/3/1996,6900,3924696.9
96,29439,8/8/1996,46,3924742.9
96,29151,8/11/1996,44221,3968963.9
96,29367,8/11/1996,2140,3971103.9
96,29511,8/11/1996,644,3971747.9
96,29295,8/14/1996,908,3972655.9
96,29699,8/31/1996,14.6,3972670.5
96,29777,8/31/1996,26800,3999470.5
96,3533663,8/31/1996,393.3,3999863.8
96,29440,9/8/1996,46,3999909.8
96,29152,9/11/1996,44221,4044130.8
96,29368,9/11/1996,2140,4046270.8
96,29512,9/11/1996,644,4046914.8
96,29778,9/11/1996,30300,4077214.8
96,29296,9/14/1996,908,4078122.8
96,29700,9/30/1996,14.6,4078137.4
96,29779,9/30/1996,22800,4100937.4
96,3533664,9/30/1996,357.6,4101295
96,29441,10/8/1996,46,4101341
96,29153,10/11/1996,44221,4145562
96,29369,10/11/1996,2140,4147702
96,29513,10/11/1996,644,4148346
96,29297,10/14/1996,908,4149254
96,29780,10/30/1996,32100,4181354
96,29701,10/31/1996,14.6,4181368.6
96,3533665,10/31/1996,387.4,4181756
96,29442,11/8/1996,46,4181802
96,29154,11/11/1996,44221,4226023
96,29370,11/11/1996,2140,4228163
96,29514,11/11/1996,644,4228807
96,29781,11/11/1996,37200,4266007
96,29298,11/14/1996,908,4266915
96,29782,11/29/1996,15400,4282315
96,29702,11/30/1996,14.6,4282329.6
96,3533666,11/30/1996,323.2,4282652.8
96,29443,12/8/1996,46,4282698.8
96,29586,12/10/1996,4500,4287198.8
96,29155,12/11/1996,66332,4353530.8
96,29371,12/11/1996,2140,4355670.8
96,29515,12/11/1996,644,4356314.8
96,29783,12/11/1996,41100,4397414.8
96,29299,12/14/1996,908,4398322.8
96,29784,12/29/1996,16600,4414922.8
96,29703,12/31/1996,14.6,4414937.4
96,3533667,12/31/1996,308.5,4415245.9
96,29617,1/1/1997,4500,4419745.9
96,29569,1/4/1997,20889,4440634.9
96,29618,1/5/1997,5400,4446034.9
96,29613,1/7/1997,2100,4448134.9
96,29444,1/8/1997,46,4448180.9
96,29156,1/11/1997,44221,4492401.9
96,29372,1/11/1997,2140,4494541.9
96,29516,1/11/1997,644,4495185.9
96,29614,1/13/1997,5700,4500885.9
96,29300,1/14/1997,908,4501793.9
96,29615,1/16/1997,6000,4507793.9
96,29564,1/17/1997,2493,4510286.9
96,29616,1/23/1997,3600,4513886.9
96,29785,1/28/1997,4500,4518386.9
96,29704,1/31/1997,14.6,4518401.5
96,3533668,1/31/1997,224,4518625.5
96,29445,2/8/1997,46,4518671.5
96,29157,2/11/1997,44221,4562892.5
96,29373,2/11/1997,2140,4565032.5
96,29517,2/11/1997,644,4565676.5
96,29568,2/13/1997,16781,4582457.5
96,29301,2/14/1997,908,4583365.5
96,29650,2/22/1997,7200,4590565.5
96,29566,2/24/1997,12985,4603550.5
96,29786,2/27/1997,400,4603950.5
96,29705,2/28/1997,14.6,4603965.1
96,3533669,2/28/1997,261.2,4604226.3
96,29446,3/8/1997,46,4604272.3
96,29158,3/11/1997,44221,4648493.3
96,29374,3/11/1997,2140,4650633.3
96,29518,3/11/1997,644,4651277.3
96,29302,3/14/1997,908,4652185.3
96,29567,3/19/1997,21881,4674066.3
96,29787,3/29/1997,7400,4681466.3
96,29706,3/31/1997,14.6,4681480.9
96,3533670,3/31/1997,296.8,4681777.7
96,29447,4/8/1997,46,4681823.7
96,29159,4/11/1997,44221,4726044.7
96,29375,4/11/1997,2140,4728184.7
96,29519,4/11/1997,644,4728828.7
96,29649,4/13/1997,12300,4741128.7
96,29303,4/14/1997,908,4742036.7
96,29644,4/27/1997,7800,4749836.7
96,29788,4/28/1997,17400,4767236.7
96,29707,4/30/1997,14.6,4767251.3
96,3533671,4/30/1997,342.3,4767593.6
96,29448,5/8/1997,46,4767639.6
96,29160,5/11/1997,44221,4811860.6
96,29376,5/11/1997,2140,4814000.6
96,29520,5/11/1997,644,4814644.6
96,29304,5/14/1997,908,4815552.6
96,29789,5/28/1997,27000,4842552.6
96,29708,5/31/1997,14.6,4842567.2
96,3533672,5/31/1997,385.9,4842953.1
96,29449,6/8/1997,46,4842999.1
96,29161,6/11/1997,66332,4909331.1
96,29377,6/11/1997,2140,4911471.1
96,29521,6/11/1997,644,4912115.1
96,29581,6/11/1997,59100,4971215.1
96,29790,6/11/1997,59600,5030815.1
96,29305,6/14/1997,908,5031723.1
96,29791,6/27/1997,16400,5048123.1
96,29709,6/30/1997,14.6,5048137.7
96,3533673,6/30/1997,246.1,5048383.8
96,29646,7/5/1997,14700,5063083.8
96,29450,7/8/1997,46,5063129.8
96,29162,7/11/1997,44221,5107350.8
96,29378,7/11/1997,2140,5109490.8
96,29522,7/11/1997,644,5110134.8
96,29306,7/14/1997,908,5111042.8
96,29792,7/27/1997,4000,5115042.8
96,29710,7/31/1997,14.6,5115057.4
96,3533674,7/31/1997,241.7,5115299.1
96,29451,8/8/1997,46,5115345.1
96,29163,8/11/1997,44221,5159566.1
96,29379,8/11/1997,2140,5161706.1
96,29523,8/11/1997,644,5162350.1
96,29307,8/14/1997,908,5163258.1
96,29793,8/26/1997,26200,5189458.1
96,29561,8/31/1997,19258,5208716.1
96,29711,8/31/1997,14.6,5208730.7
96,3533675,8/31/1997,359.6,5209090.3
96,29645,9/7/1997,9600,5218690.3
96,29452,9/8/1997,46,5218736.3
96,29164,9/11/1997,44221,5262957.3
96,29380,9/11/1997,2140,5265097.3
96,29524,9/11/1997,644,5265741.3
96,29308,9/14/1997,908,5266649.3
96,29794,9/25/1997,16800,5283449.3
96,29712,9/30/1997,14.6,5283463.9
96,3533676,9/30/1997,318.5,5283782.4
96,29453,10/8/1997,46,5283828.4
96,29165,10/11/1997,44221,5328049.4
96,29381,10/11/1997,2140,5330189.4
96,29525,10/11/1997,644,5330833.4
96,29795,10/11/1997,17800,5348633.4
96,29309,10/14/1997,908,5349541.4
96,29563,10/19/1997,23380,5372921.4
96,29796,10/25/1997,10100,5383021.4
96,29713,10/31/1997,14.6,5383036
96,3533677,10/31/1997,331,5383367
96,29454,11/8/1997,46,5383413
96,29166,11/11/1997,44221,5427634
96,29382,11/11/1997,2140,5429774
96,29526,11/11/1997,644,5430418
96,29310,11/14/1997,908,5431326
96,29648,11/23/1997,11400,5442726
96,29797,11/24/1997,20500,5463226
96,29714,11/30/1997,14.6,5463240.6
96,3533678,11/30/1997,346.4,5463587
96,29587,12/3/1997,7200,5470787
96,29455,12/8/1997,46,5470833
96,29167,12/11/1997,66332,5537165
96,29383,12/11/1997,2140,5539305
96,29527,12/11/1997,644,5539949
96,29798,12/11/1997,52500,5592449
96,29311,12/14/1997,908,5593357
96,29565,12/15/1997,10235,5603592
96,29647,12/23/1997,6900,5610492
96,29799,12/24/1997,1600,5612092
96,29562,12/26/1997,6395,5618487
96,29715,12/31/1997,14.6,5618501.6
96,3533679,12/31/1997,268.9,5618770.5
96,29619,1/1/1998,2700,5621470.5
96,29622,1/2/1998,8700,5630170.5
96,29621,1/7/1998,8400,5638570.5
96,29456,1/8/1998,46,5638616.5
96,29168,1/11/1998,44221,5682837.5
96,29384,1/11/1998,2140,5684977.5
96,29528,1/11/1998,644,5685621.5
96,29312,1/14/1998,908,5686529.5
96,29620,1/17/1998,6300,5692829.5
96,29800,1/23/1998,6100,5698929.5
96,29623,1/25/1998,2100,5701029.5
96,29624,1/25/1998,2700,5703729.5
96,29716,1/31/1998,14.6,5703744.1
96,3533680,1/31/1998,227,5703971.1
96,29457,2/8/1998,46,5704017.1
96,29169,2/11/1998,44221,5748238.1
96,29385,2/11/1998,2140,5750378.1
96,29529,2/11/1998,644,5751022.1
96,29313,2/14/1998,908,5751930.1
96,29801,2/22/1998,17700,5769630.1
96,29717,2/28/1998,14.6,5769644.7
96,3533681,2/28/1998,315.6,5769960.3
96,29458,3/8/1998,46,5770006.3
96,29170,3/11/1998,44221,5814227.3
96,29386,3/11/1998,2140,5816367.3
96,29530,3/11/1998,644,5817011.3
96,29802,3/11/1998,40600,5857611.3
96,29314,3/14/1998,908,5858519.3
96,29803,3/24/1998,7100,5865619.3
96,29718,3/31/1998,14.6,5865633.9
96,3533682,3/31/1998,329.9,5865963.8
96,29653,4/4/1998,8700,5874663.8
96,29459,4/8/1998,46,5874709.8
96,29171,4/11/1998,44221,5918930.8
96,29387,4/11/1998,2140,5921070.8
96,29531,4/11/1998,644,5921714.8
96,29315,4/14/1998,908,5922622.8
96,29804,4/23/1998,16900,5939522.8
96,29719,4/30/1998,14.6,5939537.4
96,3533683,4/30/1998,359.3,5939896.7
96,29460,5/8/1998,46,5939942.7
96,29172,5/11/1998,44221,5984163.7
96,29388,5/11/1998,2140,5986303.7
96,29532,5/11/1998,644,5986947.7
96,29805,5/11/1998,34300,6021247.7
96,29316,5/14/1998,908,6022155.7
96,29651,5/18/1998,2100,6024255.7
96,29806,5/23/1998,8800,6033055.7
96,29720,5/31/1998,14.6,6033070.3
96,3533684,5/31/1998,359.4,6033429.7
96,29461,6/8/1998,46,6033475.7
96,29582,6/9/1998,39600,6073075.7
96,29173,6/11/1998,66332,6139407.7
96,29389,6/11/1998,2140,6141547.7
96,29533,6/11/1998,644,6142191.7
96,29317,6/14/1998,908,6143099.7
96,29807,6/22/1998,15700,6158799.7
96,29721,6/30/1998,14.6,6158814.3
96,3533685,6/30/1998,371.6,6159185.9
96,29462,7/8/1998,46,6159231.9
96,29576,7/9/1998,7380,6166611.9
96,29174,7/11/1998,44221,6210832.9
96,29390,7/11/1998,2140,6212972.9
96,29534,7/11/1998,644,6213616.9
96,29808,7/11/1998,38400,6252016.9
96,29318,7/14/1998,908,6252924.9
96,29571,7/20/1998,16163,6269087.9
96,29809,7/22/1998,2900,6271987.9
96,29722,7/31/1998,14.6,6272002.5
96,3533686,7/31/1998,330.5,6272333
96,29575,8/7/1998,22571,6294904
96,29463,8/8/1998,46,6294950
96,29175,8/11/1998,44221,6339171
96,29391,8/11/1998,2140,6341311
96,29535,8/11/1998,644,6341955
96,29319,8/14/1998,908,6342863
96,29810,8/21/1998,2000,6344863
96,29572,8/22/1998,14369,6359232
96,29570,8/29/1998,3722,6362954
96,29723,8/31/1998,14.6,6362968.6
96,3533687,8/31/1998,310.2,6363278.8
96,29464,9/8/1998,46,6363324.8
96,29176,9/11/1998,44221,6407545.8
96,29392,9/11/1998,2140,6409685.8
96,29536,9/11/1998,644,6410329.8
96,29320,9/14/1998,908,6411237.8
96,29811,9/20/1998,14600,6425837.8
96,29573,9/30/1998,20895,6446732.8
96,29724,9/30/1998,14.6,6446747.4
96,3533688,9/30/1998,372.6,6447120
96,29652,10/7/1998,11700,6458820
96,29465,10/8/1998,46,6458866
96,29177,10/11/1998,44221,6503087
96,29393,10/11/1998,2140,6505227
96,29537,10/11/1998,644,6505871
96,29321,10/14/1998,908,6506779
96,29812,10/20/1998,9600,6516379
96,29725,10/31/1998,14.6,6516393.6
96,3533689,10/31/1998,368.6,6516762.2
96,29466,11/8/1998,46,6516808.2
96,29574,11/9/1998,19146,6535954.2
96,29178,11/11/1998,44221,6580175.2
96,29394,11/11/1998,2140,6582315.2
96,29538,11/11/1998,644,6582959.2
96,29322,11/14/1998,908,6583867.2
96,29813,11/19/1998,16200,6600067.2
96,29726,11/30/1998,14.6,6600081.8
96,3533690,11/30/1998,414.5,6600496.3
96,29467,12/8/1998,46,6600542.3
96,29654,12/9/1998,10500,6611042.3
96,29179,12/11/1998,66332,6677374.3
96,29395,12/11/1998,2140,6679514.3
96,29539,12/11/1998,644,6680158.3
96,29814,12/11/1998,59800,6739958.3
96,29323,12/14/1998,908,6740866.3
96,29815,12/19/1998,1100,6741966.3
96,29588,12/21/1998,7500,6749466.3
96,3533691,12/31/1998,372.7,6749839
2932,860301,5/4/1993,500,500
2932,860325,5/21/1993,22695,23195
2932,3627443,5/31/1993,34.3,23229.3
2932,860968,6/3/1993,2500,25729.3
2932,860303,6/6/1993,47133,72862.3
2932,3627444,6/30/1993,269.1,73131.4
2932,860969,7/3/1993,22600,95731.4
2932,860326,7/12/1993,36840,132571.4
2932,860314,7/20/1993,37147,169718.4
2932,860970,7/20/1993,61000,230718.4
2932,860321,7/31/1993,13577,244295.4
2932,860903,7/31/1993,14.6,244310
2932,3627445,7/31/1993,306,244616
2932,860869,8/1/1993,8700,253316
2932,860971,8/2/1993,21700,275016
2932,860485,8/7/1993,4920,279936
2932,860629,8/11/1993,4,279940
2932,860701,8/11/1993,7,279947
2932,860557,8/13/1993,26,279973
2932,860320,8/27/1993,16572,296545
